UAV1X	UAV1Y	UAV1Z	UAV1situation	UAV1_t	UAV2X	UAV2Y	UAV2Z	UAV2situation	UAV2_t	UAV3X	UAV3Y	UAV3Z	UAV3situation	UAV3_t	
5	11.3512	4.99998	4	9.22083	43.6175	22.3757	17.1964	7	9.22088	50	27.5633	2.57261	4	9.22089	
5	10.4512	4.99999	4	9.25494	42.1081	21.6014	17.0159	7	9.25497	50	27.2605	2.77839	4	9.25497	
5	9.70125	4.99999	4	9.28972	40.8536	20.9578	16.8624	7	9.28975	50	27.0108	2.9905	4	9.28975	
5	8.95125	4.99999	4	9.32466	39.6022	20.3158	16.7059	7	9.32469	50	26.7793	3.25134	4	9.32469	
5	8.05125	4.99999	4	9.36239	38.3543	19.6757	16.5464	7	9.36243	50	26.7114	3.47049	4	9.36244	
5	7.30125	4.99999	4	9.37859	36.8616	18.9099	16.3507	7	9.37862	50	27.1216	3.65619	4	9.37862	
5	6.55125	4.99999	4	9.41533	35.6219	18.274	16.184	7	9.41536	50	27.6518	3.81344	4	9.41537	
5	5.65125	4.99999	4	9.45166	34.3865	17.6402	16.0137	7	9.4517	50	28.3707	3.97445	4	9.45172	
5	4.90125	4.99999	4	9.48798	32.91	16.8828	15.8045	7	9.48802	50	29.0082	4.09174	4	9.48804	
5	4.15125	4.99999	4	9.52311	31.685	16.2543	15.6259	7	9.52314	50	29.6783	4.19184	4	9.52315	
5	3.25125	4.99999	4	9.55372	30.4653	15.6286	15.4432	7	9.55376	50	30.5073	4.29621	4	9.55377	
5	2.50125	4.99999	4	9.57048	29.0093	14.8817	15.2183	7	9.5705	50	31.2104	4.37379	4	9.5705	
5	1.75125	4.99999	4	9.58422	27.8029	14.2628	15.0259	7	9.58425	50	31.9258	4.44075	4	9.58426	
5	0.851251	4.99999	4	9.62215	26.6032	13.6474	14.8287	7	9.6222	50	32.7898	4.51564	4	9.62222	
5.49841	0.405436	4.99999	4	9.65421	25.1735	12.9139	14.5853	7	9.65424	50	33.5189	4.56801	4	9.65425	
6.23599	0.27061	4.99999	4	9.67751	23.991	12.3073	14.3767	7	9.67754	50	34.2532	4.61348	4	9.67756	
6.9796	0.173965	4.99999	4	9.70333	22.8175	11.7053	14.1624	7	9.70335	50	35.1366	4.66465	4	9.70336	
7.87698	0.106026	4.99999	4	9.71974	21.4222	10.9895	13.8973	7	9.7198	50	35.8768	4.70058	4	9.71982	
8.61156	0.138817	4.99999	4	9.75579	20.2714	10.3992	13.6694	7	9.75583	50	36.6181	4.7344	4	9.75585	
9.06759	0.727079	4.99999	4	9.79188	19.1325	9.81493	13.4348	7	9.79192	50	37.5103	4.76935	4	9.79193	
9.43266	1.54581	4.99999	4	9.82993	17.7833	9.12278	13.1439	7	9.82997	50	38.2558	4.79395	4	9.82998	
9.61265	2.27315	4.99999	4	9.86551	16.675	8.55425	12.8932	7	9.86553	50	39.0017	4.81713	4	9.86554	
9.74244	3.01128	4.99999	4	9.90295	15.5831	7.99408	12.6344	7	9.90298	50.4938	39.5922	4.85128	4	9.90299	
9.84119	3.9056	4.99999	4	9.9393	14.5091	7.44312	12.3673	7	9.93933	51.2279	39.7336	4.86862	4	9.93933	
9.89217	4.6538	4.99999	4	9.97633	13.2467	6.79553	12.035	7	9.97635	51.9699	39.8282	4.88435	4	9.97636	
9.92607	5.40301	4.99999	4	10.0115	12.2193	6.26845	11.7478	7	10.0115	52.8659	39.8949	4.89979	4	10.0115	
9.95449	6.30254	4.99999	4	10.0471	11.2167	5.75413	11.4508	7	10.0472	53.5996	39.8621	4.91194	4	10.0472	
9.96911	7.0524	4.99999	4	10.0786	10.0501	5.15568	11.0809	7	10.0787	54.0575	39.2761	4.92155	4	10.0787	
9.97883	7.80233	4.99999	4	10.1075	9.11182	4.67434	10.7609	7	10.1075	54.376	38.601	4.93043	4	10.1076	
9.98697	8.70229	4.99999	4	10.1403	8.20762	4.21049	10.4299	7	10.1404	54.6195	37.7367	4.93976	4	10.1404	
9.99115	9.45228	4.99999	4	10.1729	7.17224	3.67934	10.018	7	10.173	54.7465	36.9984	4.94649	4	10.173	
9.99394	10.2023	4.99999	4	10.2034	6.35479	3.25999	9.66236	7	10.2035	54.8295	36.2535	4.95234	4	10.2035	
9.99627	11.1023	4.99999	4	10.2341	5.5822	2.86366	9.29546	7	10.2341	54.8933	35.3561	4.95843	4	10.2342	
9.99747	11.8523	4.99999	4	10.265	4.71886	2.42076	8.84072	7	10.265	54.9292	34.6071	4.9631	4	10.265	
9.99827	12.6023	4.99999	4	10.296	4.05591	2.08067	8.4502	7	10.296	54.9524	33.8576	4.96715	4	10.296	
9.99893	13.5023	4.99999	4	10.3273	3.44683	1.76821	8.04984	7	10.3274	54.9703	32.9579	4.97135	4	10.3274	
9.99928	14.2523	4.99999	4	10.3639	2.7893	1.4309	7.55753	7	10.364	54.9802	32.2081	4.97457	4	10.364	
9.9995	15.0023	4.99999	4	10.3995	2.30332	1.1816	7.13846	7	10.3996	54.9867	31.4582	4.97736	4	10.3996	
9.99969	15.9023	4.99999	4	10.4354	1.87342	0.961062	6.71248	7	10.4355	54.9917	30.5582	4.98026	4	10.4355	
9.99979	16.6523	4.99999	4	10.4708	1.42976	0.733464	6.19367	7	10.4709	54.9945	29.8083	4.98248	4	10.4709	
9.99986	17.4023	4.99999	4	10.4992	1.11763	0.573342	5.75618	7	10.4993	54.9963	29.0583	4.9844	4	10.4993	
9.99991	18.3023	4.99999	4	10.5333	0.85463	0.438423	5.31503	7	10.5333	54.9977	28.1583	4.9864	4	10.5333	
9.99994	19.0523	4.99999	4	10.5681	0.598677	0.30712	4.78201	7	10.5681	54.9985	27.4084	4.98793	4	10.5681	
9.99996	19.8023	4.99999	4	10.603	0.430206	0.220694	4.33562	7	10.603	54.999	26.6584	4.98925	4	10.603	
9.99997	20.7023	4.99999	4	10.6386	0.297729	0.152734	3.88786	7	10.6386	54.9994	25.7584	4.99063	4	10.6386	
9.99998	21.4522	4.99999	4	10.6746	0.179793	0.0922333	3.34934	7	10.6747	54.9996	25.0084	4.99168	4	10.6747	
9.99999	22.2022	4.99999	4	10.7102	0.110307	0.0565871	2.89995	7	10.7102	54.9997	24.2584	4.99259	4	10.7102	
9.99999	23.1022	4.99999	4	10.7459	0.0621872	0.0319019	2.45025	7	10.746	54.9998	23.3584	4.99354	4	10.746	
10	23.8522	4.99999	4	10.7823	0.0265631	0.0136268	1.91039	7	10.7823	54.9999	22.6084	4.99427	4	10.7823	
10	24.6022	4.99999	4	10.8155	0.0105328	0.00540329	1.46042	7	10.8156	54.9999	21.8584	4.9949	4	10.8156	
10	25.5022	4.99999	4	10.8475	0.00291297	0.00149434	1.01043	7	10.8475	55	20.9584	4.99555	4	10.8476	
10	26.2522	4.99999	4	10.8765	0.000181047	9.28765e-05	0.470429	7	10.8766	55	20.2084	4.99605	4	10.8766	
10	27.0022	4.99999	4	10.9068	2.04592e-08	1.04955e-08	0.0204292	7	10.9068	55	19.4584	4.99648	4	10.9068	
10	27.9022	4.99999	4	10.9377	0.0503069	0.0258073	-0.00433616	7	10.9378	55	18.5584	4.99693	4	10.9378	
10	28.6522	4.99999	4	10.9724	0.0506959	0.0260068	-6.95443e-09	7	10.9725	55	17.8084	4.99728	4	10.9725	
10	29.4022	4.99999	4	11.0028	0.0506959	0.0260068	-1.04677e-13	7	11.0028	55	17.0584	4.99758	4	11.0029	
10	30.1522	4.99999	4	11.0333	0.0506959	0.0260068	-1.57557e-18	7	11.0334	55	16.3084	4.99784	4	11.0334	
10	31.0522	4.99999	4	11.0639	0.0506959	0.0260068	-2.37152e-23	7	11.0639	55	15.4084	4.99812	4	11.0639	
10	31.8022	4.99999	4	11.0989	0.0506959	0.0260068	-3.87376e-29	7	11.099	55	14.6584	4.99833	4	11.099	
10	32.5522	4.99999	4	11.1345	0.0506959	0.0260068	-5.83071e-34	7	11.1346	55	13.9084	4.99851	4	11.1346	
10	33.4522	4.99999	4	11.168	0.0506959	0.0260068	-8.77626e-39	7	11.168	55	13.0084	4.99871	4	11.168	
10	34.2022	4.99999	4	11.2022	0.0506959	0.0260068	-1.4013e-44	7	11.2023	55	12.2584	4.99885	4	11.2023	
10	34.9523	4.99999	4	11.2375	0.0506959	0.0260068	0	7	11.2375	55	11.5084	4.99897	4	11.2375	
10	35.8523	4.99999	4	11.2725	0.0506959	0.0260068	0	7	11.2725	55	10.6084	4.99911	4	11.2725	
10	36.6023	4.99999	4	11.3114	0.0506959	0.0260068	0	7	11.3114	55	9.85844	4.99921	4	11.3114	
10	37.3523	4.99999	4	11.3294	0.0506959	0.0260068	0	7	11.3294	55	9.10844	4.99929	4	11.3294	
10	38.2523	4.99999	4	11.3429	0.0506959	0.0260068	0	7	11.3429	55	8.20844	4.99939	4	11.3429	
10	39.0023	4.99999	4	11.3719	0.0506959	0.0260068	0	7	11.3719	55	7.45844	4.99945	4	11.3719	
10.3542	39.5582	4.99999	4	11.4028	0.0506959	0.0260068	0	7	11.4028	55	6.70844	4.99951	4	11.4029	
11.2368	39.7312	4.99999	4	11.435	0.0506959	0.0260068	0	7	11.435	55	5.80844	4.99958	4	11.435	
11.9805	39.8272	4.99999	4	11.4638	0.0506959	0.0260068	0	7	11.4673	55	5.05844	4.99962	4	11.4673	
12.7282	39.885	4.99999	4	11.4946	0.0506959	0.0260068	0	7	11.4946	55	4.30844	4.99966	4	11.4946	
13.6124	39.8617	4.99999	4	11.5287	0.0506959	0.0260068	0	7	11.5287	55	3.40844	4.99971	4	11.5288	
14.0682	39.2732	4.99999	4	11.5592	0.0506959	0.0260068	0	7	11.5593	55	2.65844	4.99974	4	11.5593	
14.3844	38.5962	4.99999	4	11.5899	0.0506959	0.0260068	0	7	11.59	55	1.90844	4.99977	4	11.59	
14.6129	37.727	4.99999	4	11.6243	0.0506959	0.0260068	0	7	11.6244	55	1.00844	4.9998	4	11.6244	
14.7426	36.9888	4.99999	4	11.6589	0.0506959	0.0260068	0	7	11.6589	55.3524	0.450139	4.99983	4	11.6589	
14.8273	36.2438	4.99999	4	11.6943	0.0506959	0.0260068	0	7	11.6944	56.0861	0.297217	4.99985	4	11.6944	
14.8922	35.3463	4.99999	4	11.7298	0.0506959	0.0260068	0	7	11.7298	56.9778	0.176369	4.99987	4	11.7298	
14.9261	34.5971	4.99999	4	11.7447	0.0506959	0.0260068	0	7	11.7447	57.7254	0.117456	4.99989	4	11.7447	
14.9505	33.8475	4.99999	4	11.7823	0.0506959	0.0260068	0	7	11.7823	58.4743	0.0754246	4.9999	4	11.7823	
14.9691	32.9477	4.99999	4	11.8175	0.0506959	0.0260068	0	7	11.8175	59.0663	0.727623	4.99991	4	11.8175	
14.9788	32.1978	4.99999	4	11.8526	0.0506959	0.0260068	0	7	11.8527	59.3831	1.40426	4.99992	4	11.8527	
14.9858	31.4478	4.99999	4	11.8899	0.0506959	0.0260068	0	7	11.8899	59.5792	2.12704	4.99993	4	11.8899	
14.9904	30.6978	4.99999	4	11.9273	0.0506959	0.0260068	0	7	11.9274	59.7421	3.01149	4.99994	4	11.9274	
14.9939	29.7978	4.99999	4	11.9637	0.0506959	0.0260068	0	7	11.9637	59.827	3.75645	4.99995	4	11.9637	
14.9959	29.0478	4.99999	4	12	0.0506959	0.0260068	0	7	12	59.8828	4.50428	4.99995	4	12.0001	
14.9973	28.2978	4.99999	4	12.0363	0.0506959	0.0260068	0	7	12.0364	59.9198	5.25333	4.99996	4	12.0364	
14.9983	27.3978	4.99999	4	12.0722	0.0506959	0.0260068	0	7	12.0723	59.9504	6.15278	4.99996	4	12.0723	
14.9988	26.6478	4.99999	4	12.0941	0.0506959	0.0260068	0	7	12.0941	59.9664	6.9026	4.99997	4	12.0942	
14.9992	25.8978	4.99999	4	12.1268	0.0506959	0.0260068	0	7	12.1269	59.977	7.65253	4.99997	4	12.1269	
14.9995	24.9978	4.99999	4	12.1624	0.0506959	0.0260068	0	7	12.1624	59.9858	8.55248	4.99997	4	12.1625	
14.9997	24.2478	4.99999	4	12.1979	0.0506959	0.0260068	0	7	12.1979	59.9904	9.30247	4.99998	4	12.1979	
14.9998	23.4979	4.99999	4	12.2303	0.0506959	0.0260068	0	7	12.2304	59.9934	10.0525	4.99998	4	12.2304	
14.9999	22.5979	4.99999	4	12.2613	0.0506959	0.0260068	0	7	12.2614	59.9959	10.9525	4.99998	4	12.2614	
14.9999	21.8479	4.99999	4	12.2922	0.0506959	0.0260068	0	7	12.2922	59.9972	11.7025	4.99998	4	12.2922	
14.9999	21.0979	4.99999	4	12.3231	0.0506959	0.0260068	0	7	12.3232	59.9981	12.4525	4.99999	4	12.3232	
15	20.1979	4.99999	4	12.3577	0.0506959	0.0260068	0	7	12.3578	59.9988	13.3525	4.99999	4	12.3578	
15	19.4479	4.99999	4	12.3883	0.0506959	0.0260068	0	7	12.3883	59.9992	14.1025	4.99999	4	12.3883	
15	18.6979	4.99999	4	12.419	0.0506959	0.0260068	0	7	12.419	59.9995	14.8524	4.99999	4	12.4191	
15	17.7979	4.99999	4	12.4506	0.0506959	0.0260068	0	7	12.4507	59.9997	15.7524	4.99999	4	12.4507	
15	17.0479	4.99999	4	12.4859	0.0506959	0.0260068	0	7	12.4859	59.9998	16.5024	4.99999	4	12.4859	
15	16.2979	4.99999	4	12.5211	0.0506959	0.0260068	0	7	12.5211	59.9999	17.2524	4.99999	4	12.5211	
15	15.5479	4.99999	4	12.5592	0.0506959	0.0260068	0	7	12.5593	59.9999	18.1524	4.99999	4	12.5593	
15.2191	14.8184	4.85622	6	12.5918	0.0506959	0.0260068	0	7	12.5918	59.9999	18.9024	4.99999	4	12.5918	
15.3966	14.2277	4.72824	6	12.6292	0.0506959	0.0260068	0	7	12.6293	60	19.6524	4.99999	4	12.6293	
15.5683	13.6562	4.59197	6	12.6653	0.0506959	0.0260068	0	7	12.6653	60	20.5524	4.99999	4	12.6653	
15.7649	13.0018	4.41632	6	12.7013	0.0506959	0.0260068	0	7	12.7013	60	21.3024	4.99999	4	12.7013	
15.919	12.4887	4.2589	6	12.7389	0.0506959	0.0260068	0	7	12.7389	60	22.0524	4.99999	4	12.7389	
16.0623	12.0117	4.09074	6	12.7768	0.0506959	0.0260068	0	7	12.7768	60	22.8024	4.99999	4	12.7768	
16.217	11.4967	3.87438	6	12.8127	0.0506959	0.0260068	0	7	12.8127	60	23.7024	4.99999	4	12.8127	
16.3292	11.1233	3.68226	6	12.8456	0.0506959	0.0260068	0	7	12.8456	60	24.4524	4.99999	4	12.8456	
16.4244	10.8066	3.48039	6	12.8756	0.0506959	0.0260068	0	7	12.8756	60	25.2024	4.99999	4	12.8756	
16.5149	10.5052	3.22757	6	12.9063	0.0506959	0.0260068	0	7	12.9064	60	26.1024	4.99999	4	12.9064	
16.5711	10.3181	3.0104	6	12.9402	0.0506959	0.0260068	0	7	12.9407	60	26.8524	4.99999	4	12.9408	
16.6114	10.1839	2.7894	6	12.9715	0.0506959	0.0260068	0	7	12.9715	60	27.6024	4.99999	4	12.9715	
16.6422	10.0814	2.52137	6	13.0023	0.0506959	0.0260068	0	7	13.0024	60	28.5024	4.99999	4	13.0024	
16.6565	10.0337	2.29688	6	13.0333	0.0506959	0.0260068	0	7	13.0333	60	29.2524	4.99999	4	13.0333	
16.6636	10.0101	2.07201	6	13.0638	0.0506959	0.0260068	0	7	13.0639	60	30.0024	4.99999	4	13.0639	
16.6664	10.0008	1.80202	6	13.0952	0.0506959	0.0260068	0	7	13.0952	60	30.9024	4.99999	4	13.0952	
16.6667	10	1.62202	6	13.1275	0.0506959	0.0260068	0	7	13.1275	60	31.6524	4.99999	4	13.1275	
16.4311	10.5089	1.77141	4	13.1661	0.0506959	0.0260068	0	7	13.1661	60	32.4024	4.99999	4	13.1662	
16.1645	11.0847	1.96279	4	13.2017	0.0506959	0.0260068	0	7	13.2017	60	33.3024	4.99999	4	13.2017	
15.9584	11.5299	2.13292	4	13.2376	0.0506959	0.0260068	0	7	13.2376	60	34.0524	4.99999	4	13.2376	
15.7695	11.9379	2.31295	4	13.2735	0.0506959	0.0260068	0	7	13.2735	60	34.8024	4.99999	4	13.2735	
15.5689	12.3711	2.54173	4	13.3094	0.0506959	0.0260068	0	7	13.3095	60	35.7024	4.99999	4	13.3095	
15.426	12.6798	2.74218	4	13.3456	0.0506959	0.0260068	0	7	13.3457	60	36.4524	4.99999	4	13.3457	
15.3063	12.9384	2.95025	4	13.3823	0.0506959	0.0260068	0	7	13.3824	60	37.2025	4.99999	4	13.3824	
15.2099	13.1465	3.16442	4	13.4123	0.0506959	0.0260068	0	7	13.4123	60	38.1025	4.99999	4	13.4123	
15.1234	13.3334	3.42717	4	13.4479	0.0506959	0.0260068	0	7	13.4479	60	38.8525	4.99999	4	13.4479	
15.0792	13.0199	3.61725	4	13.4835	0.0506959	0.0260068	0	7	13.4835	60.2142	39.5044	4.99999	4	13.4835	
15.052	12.5013	3.77714	4	13.5211	0.0506959	0.0260068	0	7	13.5211	61.0885	39.7086	4.99999	4	13.5212	
15.0319	11.7867	3.93939	4	13.5585	0.0506959	0.0260068	0	7	13.5585	61.8315	39.8103	4.99999	4	13.5585	
15.0211	11.1559	4.05949	4	13.5885	0.0506959	0.0260068	0	7	13.5886	62.5786	39.8753	4.99999	4	13.5886	
15.0142	10.4905	4.16213	4	13.6194	0.0506959	0.0260068	0	7	13.6195	63.4771	39.9262	4.99999	4	13.6195	
15.0087	9.67321	4.27405	4	13.649	0.0506959	0.0260068	0	7	13.6491	63.9953	39.4042	4.99999	4	13.6491	
15.0059	8.97199	4.35301	4	13.6768	0.0506959	0.0260068	0	7	13.6768	64.3358	38.7381	4.99999	4	13.6768	
15.0039	8.26404	4.42652	4	13.7077	0.0506959	0.0260068	0	7	13.7077	64.5801	37.8733	4.99999	4	13.7078	
15.0024	7.39973	4.50112	4	13.7384	0.0506959	0.0260068	0	7	13.7425	64.7213	37.1373	4.99999	4	13.7425	
15.0016	6.67137	4.55425	4	13.7729	0.0506959	0.0260068	0	7	13.7729	64.8133	36.3932	4.99999	4	13.7729	
15.0011	5.94037	4.60409	4	13.8042	0.0506959	0.0260068	0	7	13.8043	64.883	35.496	4.99999	4	13.8043	
15.0007	5.05677	4.65495	4	13.8355	0.0506959	0.0260068	0	7	13.8356	64.92	34.7469	4.99999	4	13.8356	
15.0005	4.31684	4.69134	4	13.8705	0.0506959	0.0260068	0	7	13.8706	64.9465	33.9974	4.99999	4	13.8706	
15.0003	3.57575	4.72559	4	13.9065	0.0506959	0.0260068	0	7	13.9066	64.9638	33.2477	4.99999	4	13.9066	
15.0002	2.68349	4.76063	4	13.9425	0.0506959	0.0260068	0	7	13.9425	64.9771	32.3478	4.99999	4	13.9425	
15.0001	1.93908	4.78779	4	13.9785	0.0506959	0.0260068	0	7	13.9786	64.9847	31.5978	4.99999	4	13.9786	
15.0001	1.19325	4.81124	4	14.0146	0.0506959	0.0260068	0	7	14.0147	64.9896	30.8478	4.99999	4	14.0147	
15.2048	0.539907	4.84003	4	14.0505	0.0506959	0.0260068	0	7	14.0505	64.9934	29.9478	4.99999	4	14.0505	
16.0701	0.312941	4.86346	4	14.0867	0.0506959	0.0260068	0	7	14.0868	64.9956	29.1978	4.99999	4	14.0868	
16.8102	0.205049	4.87928	4	14.1225	0.0506959	0.0260068	0	7	14.1226	64.997	28.4478	4.99999	4	14.1226	
17.5551	0.132388	4.8937	4	14.1353	0.0506959	0.0260068	0	7	14.1353	64.9981	27.5478	4.99999	4	14.1353	
18.4521	0.0789792	4.90854	4	14.1669	0.0506959	0.0260068	0	7	14.1669	64.9987	26.7978	4.99999	4	14.1669	
18.9747	0.595423	4.91888	4	14.2009	0.0506959	0.0260068	0	7	14.201	64.9991	26.0478	4.99999	4	14.201	
19.3203	1.25812	4.92804	4	14.2354	0.0506959	0.0260068	0	7	14.2354	64.9995	25.1478	4.99999	4	14.2355	
19.5832	2.11681	4.9376	4	14.2716	0.0506959	0.0260068	0	7	14.2716	64.9996	24.3978	4.99999	4	14.2716	
19.7227	2.85281	4.94458	4	14.3108	0.0506959	0.0260068	0	7	14.3108	64.9998	23.6478	4.99999	4	14.3108	
19.8138	3.59676	4.95066	4	14.3236	0.0506959	0.0260068	0	7	14.3236	64.9998	22.7478	4.99999	4	14.3236	
19.883	4.49373	4.95692	4	14.3589	0.0506959	0.0260068	0	7	14.3589	64.9999	21.9979	4.99999	4	14.3589	
19.9225	5.24248	4.96178	4	14.3943	0.0506959	0.0260068	0	7	14.3943	64.9999	21.2479	4.99999	4	14.3943	
19.948	5.99189	4.96599	4	14.4279	0.0506959	0.0260068	0	7	14.4279	65	20.3479	4.99999	4	14.4279	
19.9674	6.89156	4.97031	4	14.465	0.0506959	0.0260068	0	7	14.4651	65	19.5979	4.99999	4	14.4651	
19.9784	7.64139	4.97366	4	14.4986	0.0506959	0.0260068	0	7	14.4986	65	18.8479	4.99999	4	14.4986	
19.9855	8.39129	4.97656	4	14.5331	0.0506959	0.0260068	0	7	14.5331	65	17.9479	4.99999	4	14.5331	
19.9909	9.29122	4.97954	4	14.5677	0.0506959	0.0260068	0	7	14.5678	65	17.1979	4.99999	4	14.5678	
19.994	10.0412	4.98185	4	14.6012	0.0506959	0.0260068	0	7	14.6013	65	16.4479	4.99999	4	14.6013	
19.996	10.7911	4.98385	4	14.6315	0.0506959	0.0260068	0	7	14.6315	65	15.6979	4.99999	4	14.6316	
19.9975	11.6911	4.9859	4	14.6621	0.0506959	0.0260068	0	7	14.6621	65	14.7979	4.99999	4	14.6621	
19.9983	12.4411	4.98749	4	14.6916	0.0506959	0.0260068	0	7	14.6917	65	14.0479	4.99999	4	14.6917	
19.9989	13.1911	4.98887	4	14.7223	0.0506959	0.0260068	0	7	14.7223	65	13.2979	4.99999	4	14.7224	
19.9993	14.0911	4.99028	4	14.754	0.0506959	0.0260068	0	7	14.754	65	12.3979	4.99999	4	14.754	
19.9995	14.8411	4.99138	4	14.7888	0.0506959	0.0260068	0	7	14.7889	65	11.6479	4.99999	4	14.7889	
19.9997	15.591	4.99233	4	14.8265	0.0506959	0.0260068	0	7	14.8266	65	10.8979	4.99999	4	14.8266	
19.9998	16.491	4.9933	4	14.8607	0.0506959	0.0260068	0	7	14.8607	65	9.99788	4.99999	4	14.8607	
19.9999	17.241	4.99406	4	14.8964	0.0506959	0.0260068	0	7	14.8964	65	9.24788	4.99999	4	14.8964	
19.9999	17.991	4.99471	4	14.9287	0.0506959	0.0260068	0	7	14.9288	65	8.49788	4.99999	4	14.9288	
19.9999	18.891	4.99538	4	14.9654	0.0506959	0.0260068	0	7	14.9654	65	7.59789	4.99999	4	14.9655	
20	19.641	4.99591	4	15.0015	0.0506959	0.0260068	0	7	15.0015	65	6.84789	4.99999	4	15.0015	
20	20.391	4.99636	4	15.0373	0.0506959	0.0260068	0	7	15.0373	65	6.09788	4.99999	4	15.0373	
20	21.291	4.99682	4	15.0553	0.0506959	0.0260068	0	7	15.0553	65	5.19788	4.99999	4	15.0554	
20	22.041	4.99718	4	15.0903	0.0506959	0.0260068	0	7	15.0903	65	4.44788	4.99999	4	15.0904	
20	22.791	4.99749	4	15.1254	0.0506959	0.0260068	0	7	15.1254	65	3.69788	4.99999	4	15.1255	
20	23.541	4.99776	4	15.1614	0.0506959	0.0260068	0	7	15.1615	65	2.79788	4.99999	4	15.1615	
20	24.441	4.99806	4	15.1967	0.0506959	0.0260068	0	7	15.1967	65	2.04788	4.99999	4	15.1967	
20	25.191	4.99827	4	15.2323	0.0506959	0.0260068	0	7	15.2323	65	1.29788	4.99999	4	15.2323	
20	25.941	4.99846	4	15.2685	0.0506959	0.0260068	0	7	15.2685	65.2142	0.495899	4.99999	4	15.2685	
20	26.841	4.99866	4	15.3052	0.0506959	0.0260068	0	7	15.3053	65.9401	0.314174	4.99999	4	15.3053	
20	27.591	4.99881	4	15.337	0.0506959	0.0260068	0	7	15.337	66.6823	0.206754	4.99999	4	15.337	
20	28.341	4.99894	4	15.3666	0.0506959	0.0260068	0	7	15.3666	67.5784	0.124757	4.99999	4	15.3666	
20	29.241	4.99908	4	15.4013	0.0506959	0.0260068	0	7	15.4013	68.3271	0.0810792	4.99999	4	15.4013	
20	29.991	4.99918	4	15.432	0.0506959	0.0260068	0	7	15.432	68.9222	0.464726	4.99999	4	15.432	
20	30.741	4.99927	4	15.4631	0.0506959	0.0260068	0	7	15.4632	69.3357	1.26186	4.99999	4	15.4632	
20	31.641	4.99936	4	15.4946	0.0506959	0.0260068	0	7	15.4946	69.5473	1.98029	4.99999	4	15.4946	
20	32.391	4.99943	4	15.5239	0.0506959	0.0260068	0	7	15.524	69.6999	2.71423	4.99999	4	15.524	
20	33.141	4.99949	4	15.5542	0.0506959	0.0260068	0	7	15.5543	69.8133	3.6068	4.99999	4	15.5543	
20	34.041	4.99956	4	15.5868	0.0506959	0.0260068	0	7	15.5868	69.8737	4.35427	4.99999	4	15.5869	
20	34.791	4.99961	4	15.622	0.0506959	0.0260068	0	7	15.6221	69.9138	5.10316	4.99999	4	15.6221	
20	35.541	4.99965	4	15.6577	0.0506959	0.0260068	0	7	15.6578	69.9465	6.00255	4.99999	4	15.6578	
20	36.441	4.9997	4	15.694	0.0506959	0.0260068	0	7	15.6941	69.9638	6.75234	4.99999	4	15.6941	
20	37.1911	4.99973	4	15.7298	0.0506959	0.0260068	0	7	15.7298	69.9753	7.50225	4.99999	4	15.7298	
20	37.9411	4.99976	4	15.7651	0.0506959	0.0260068	0	7	15.7651	69.9835	8.25221	4.99999	4	15.7652	
20	38.8411	4.99979	4	15.801	0.0506959	0.0260068	0	7	15.801	69.9896	9.15218	4.99999	4	15.801	
