UAV1X	UAV1Y	UAV1Z	UAV1situation	UAV1_t	UAV2X	UAV2Y	UAV2Z	UAV2situation	UAV2_t	UAV3X	UAV3Y	UAV3Z	UAV3situation	UAV3_t	
20.2127	39.4947	4.99982	4	15.8366	0.0506959	0.0260068	0	7	15.8367	69.9929	9.90218	4.99999	4	15.8367	
20.9378	39.6795	4.99985	4	15.8723	0.0506959	0.0260068	0	7	15.8724	69.9953	10.6522	4.99999	4	15.8724	
21.8287	39.8062	4.99987	4	15.8952	0.0506959	0.0260068	0	7	15.8952	69.997	11.5522	4.99999	4	15.8953	
22.5757	39.8725	4.99988	4	15.9302	0.0506959	0.0260068	0	7	15.9302	69.998	12.3022	4.99999	4	15.9302	
23.3243	39.9171	4.9999	4	15.9651	0.0506959	0.0260068	0	7	15.9651	69.9986	13.0522	4.99999	4	15.9651	
23.9931	39.4033	4.99991	4	16.0003	0.0506959	0.0260068	0	7	16.0004	69.9991	13.9522	4.99999	4	16.0004	
24.3343	38.7376	4.99992	4	16.0349	0.0506959	0.0260068	0	7	16.0349	69.9994	14.7022	4.99999	4	16.035	
24.5463	38.0193	4.99993	4	16.0708	0.0506959	0.0260068	0	7	16.0708	69.9996	15.4522	4.99999	4	16.0708	
24.7207	37.137	4.99994	4	16.1067	0.0506959	0.0260068	0	7	16.1068	69.9998	16.3522	4.99999	4	16.1068	
24.8129	36.3929	4.99995	4	16.1388	0.0506959	0.0260068	0	7	16.1389	69.9998	17.1022	4.99999	4	16.1389	
24.8735	35.6454	4.99995	4	16.1695	0.0506959	0.0260068	0	7	16.1696	69.9999	17.8522	4.99999	4	16.1696	
24.9198	34.7467	4.99996	4	16.2001	0.0506959	0.0260068	0	7	16.2002	69.9999	18.7522	4.99999	4	16.2002	
24.9464	33.9972	4.99996	4	16.2301	0.0506959	0.0260068	0	7	16.2302	70	19.5022	4.99999	4	16.2302	
24.9638	33.2474	4.99997	4	16.2608	0.0506959	0.0260068	0	7	16.2609	70	20.2522	4.99999	4	16.2609	
24.9753	32.4975	4.99997	4	16.2914	0.0506959	0.0260068	0	7	16.2914	70	21.0021	4.99999	4	16.2914	
24.9846	31.5975	4.99997	4	16.3223	0.0506959	0.0260068	0	7	16.3223	70	21.9021	4.99999	4	16.3223	
24.9896	30.8475	4.99998	4	16.357	0.0506959	0.0260068	0	7	16.3571	70	22.6521	4.99999	4	16.3571	
24.9929	30.0975	4.99998	4	16.3941	0.0506959	0.0260068	0	7	16.3941	70	23.4021	4.99999	4	16.3941	
24.9956	29.1975	4.99998	4	16.4297	0.0506959	0.0260068	0	7	16.4298	70	24.3021	4.99999	4	16.4298	
24.997	28.4475	4.99998	4	16.4673	0.0506959	0.0260068	0	7	16.4674	70	25.0521	4.99999	4	16.4674	
24.998	27.6975	4.99999	4	16.5046	0.0506959	0.0260068	0	7	16.5047	70	25.8021	4.99999	4	16.5047	
24.9987	26.7975	4.99999	4	16.541	0.0506959	0.0260068	0	7	16.541	70	26.7021	4.99999	4	16.541	
24.9992	26.0476	4.99999	4	16.5768	0.0506959	0.0260068	0	7	16.5768	70	27.4521	4.99999	4	16.5768	
24.9994	25.2976	4.99999	4	16.6133	0.0506959	0.0260068	0	7	16.6133	70	28.2021	4.99999	4	16.6133	
24.9996	24.3976	4.99999	4	16.6481	0.0506959	0.0260068	0	7	16.6481	70	29.1021	4.99999	4	16.6481	
24.9998	23.6476	4.99999	4	16.6833	0.0506959	0.0260068	0	7	16.6833	70	29.8521	4.99999	4	16.6833	
24.9998	22.8976	4.99999	4	16.7158	0.0506959	0.0260068	0	7	16.7158	70	30.6021	4.99999	4	16.7158	
24.9999	21.9976	4.99999	4	16.7489	0.0506959	0.0260068	0	7	16.7489	70	31.5021	4.99999	4	16.7489	
24.9999	21.2476	4.99999	4	16.7797	0.0506959	0.0260068	0	7	16.7797	70	32.2521	4.99999	4	16.7797	
25	20.4976	4.99999	4	16.8101	0.0506959	0.0260068	0	7	16.8102	70	33.0021	4.99999	4	16.8102	
25	19.5976	4.99999	4	16.841	0.0506959	0.0260068	0	7	16.841	70	33.9021	4.99999	4	16.8411	
25	18.8476	4.99999	4	16.8716	0.0506959	0.0260068	0	7	16.8716	70	34.6521	4.99999	4	16.8716	
25	18.0976	4.99999	4	16.9025	0.0506959	0.0260068	0	7	16.9025	70	35.4022	4.99999	4	16.9025	
25	17.1976	4.99999	4	16.9353	0.0506959	0.0260068	0	7	16.9353	70	36.1522	4.99999	4	16.9353	
25	16.4476	4.99999	4	16.9576	0.0506959	0.0260068	0	7	16.9576	70	37.0522	4.99999	4	16.9576	
25	15.6976	4.99999	4	16.9941	0.0506959	0.0260068	0	7	16.9941	70	37.8022	4.99999	4	16.9941	
25	14.7976	4.99999	4	17.0294	0.0506959	0.0260068	0	7	17.0294	70	38.5522	4.99999	4	17.0294	
25	14.0476	4.99999	4	17.0593	0.0506959	0.0260068	0	7	17.0594	70.0873	39.4241	4.99999	4	17.0594	
25	13.2976	4.99999	4	17.0899	0.0506959	0.0260068	0	7	17.0899	70.7931	39.6563	4.99999	4	17.0899	
25	12.3976	4.99999	4	17.1199	0.0506959	0.0260068	0	7	17.12	71.5333	39.7763	4.99999	4	17.12	
25	11.6476	4.99999	4	17.1446	0.0506959	0.0260068	0	7	17.1447	72.4288	39.8655	4.99999	4	17.1447	
25	10.8976	4.99999	4	17.1812	0.0506959	0.0260068	0	7	17.1812	73.1774	39.9117	4.99999	4	17.1813	
25	9.99759	4.99999	4	17.2156	0.0506959	0.0260068	0	7	17.2157	73.819	39.6441	4.99999	4	17.2157	
25	9.24759	4.99999	4	17.2468	0.0506959	0.0260068	0	7	17.2469	74.2871	38.88	4.99999	4	17.2469	
25	8.49759	4.99999	4	17.2777	0.0506959	0.0260068	0	7	17.2778	74.5145	38.1661	4.99999	4	17.2778	
25	7.7476	4.99999	4	17.3085	0.0506959	0.0260068	0	7	17.3086	74.6785	37.4342	4.99999	4	17.3086	
25	6.8476	4.99999	4	17.34	0.0506959	0.0260068	0	7	17.3401	74.7993	36.5425	4.99999	4	17.3401	
25	6.09759	4.99999	4	17.3705	0.0506959	0.0260068	0	7	17.3706	74.8645	35.7954	4.99999	4	17.3706	
25	5.34759	4.99999	4	17.4014	0.0506959	0.0260068	0	7	17.4014	74.9076	35.0467	4.99999	4	17.4014	
25	4.44759	4.99999	4	17.4327	0.0506959	0.0260068	0	7	17.4327	74.9425	34.1474	4.99999	4	17.4327	
25	3.69759	4.99999	4	17.4674	0.0506959	0.0260068	0	7	17.4674	74.9612	33.3976	4.99999	4	17.4674	
25	2.94759	4.99999	4	17.5028	0.0506959	0.0260068	0	7	17.5028	74.9735	32.6478	4.99999	4	17.5028	
25	2.04759	4.99999	4	17.5381	0.0506959	0.0260068	0	7	17.5382	74.9835	31.7478	4.99999	4	17.5382	
25	1.29759	4.99999	4	17.5715	0.0506959	0.0260068	0	7	17.5715	74.9889	30.9978	4.99999	4	17.5715	
25.0874	0.575675	4.99999	4	17.6077	0.0506959	0.0260068	0	7	17.6078	74.9924	30.2478	4.99999	4	17.6078	
25.9402	0.314004	4.99999	4	17.6442	0.0506959	0.0260068	0	7	17.6442	74.9953	29.3478	4.99999	4	17.6442	
26.6824	0.206637	4.99999	4	17.6799	0.0506959	0.0260068	0	7	17.6799	74.9968	28.5978	4.99999	4	17.6799	
27.4289	0.134396	4.99999	4	17.7134	0.0506959	0.0260068	0	7	17.7134	74.9978	27.8478	4.99999	4	17.7134	
28.3272	0.0810289	4.99999	4	17.7501	0.0506959	0.0260068	0	7	17.7502	74.9986	27.0978	4.99999	4	17.7502	
28.9223	0.464701	4.99999	4	17.7868	0.0506959	0.0260068	0	7	17.7868	74.9991	26.1979	4.99999	4	17.7868	
29.2872	1.11995	4.99999	4	17.8226	0.0506959	0.0260068	0	7	17.8227	74.9994	25.4479	4.99999	4	17.8227	
29.5473	1.98028	4.99999	4	17.8592	0.0506959	0.0260068	0	7	17.8592	74.9996	24.6979	4.99999	4	17.8592	
29.6999	2.71423	4.99999	4	17.8898	0.0506959	0.0260068	0	7	17.8899	74.9997	23.7979	4.99999	4	17.8899	
29.7993	3.45746	4.99999	4	17.9204	0.0506959	0.0260068	0	7	17.9204	74.9998	23.0479	4.99999	4	17.9204	
29.8738	4.35427	4.99999	4	17.9513	0.0506959	0.0260068	0	7	17.9514	74.9999	22.2979	4.99999	4	17.9514	
29.9138	5.10317	4.99999	4	17.9821	0.0506959	0.0260068	0	7	17.9822	74.9999	21.5479	4.99999	4	17.9822	
29.9425	5.85261	4.99999	4	18.0129	0.0506959	0.0260068	0	7	18.013	75	20.6479	4.99999	4	18.013	
29.9638	6.75234	4.99999	4	18.047	0.0506959	0.0260068	0	7	18.0471	75	19.8979	4.99999	4	18.0471	
29.9753	7.50225	4.99999	4	18.0777	0.0506959	0.0260068	0	7	18.0778	75	19.1479	4.99999	4	18.0778	
29.9835	8.25221	4.99999	4	18.1138	0.0506959	0.0260068	0	7	18.1138	75	18.2479	4.99999	4	18.1138	
29.9896	9.15219	4.99999	4	18.1499	0.0506959	0.0260068	0	7	18.1499	75	17.4979	4.99999	4	18.1499	
29.9929	9.90218	4.99999	4	18.1856	0.0506959	0.0260068	0	7	18.1856	75	16.7479	4.99999	4	18.1856	
29.9953	10.6522	4.99999	4	18.2217	0.0506959	0.0260068	0	7	18.2218	75	15.8479	4.99999	4	18.2218	
29.9968	11.4022	4.99999	4	18.2574	0.0506959	0.0260068	0	7	18.2574	75	15.0979	4.99999	4	18.2574	
29.998	12.3022	4.99999	4	18.293	0.0506959	0.0260068	0	7	18.2931	75	14.3479	4.99999	4	18.2931	
29.9987	13.0522	4.99999	4	18.3287	0.0506959	0.0260068	0	7	18.3288	75	13.4479	4.99999	4	18.3288	
29.9991	13.8022	4.99999	4	18.3414	0.0506959	0.0260068	0	7	18.3414	75	12.6979	4.99999	4	18.3414	
29.9994	14.7022	4.99999	4	18.378	0.0506959	0.0260068	0	7	18.3781	75	11.9479	4.99999	4	18.3781	
29.9996	15.4522	4.99999	4	18.3909	0.0506959	0.0260068	0	7	18.3909	75	11.0479	4.99999	4	18.391	
29.9997	16.2022	4.99999	4	18.4157	0.0506959	0.0260068	0	7	18.4157	75	10.2979	4.99999	4	18.4157	
29.9998	17.1022	4.99999	4	18.4283	0.0506959	0.0260068	0	7	18.4284	75	9.54789	4.99999	4	18.4284	
29.9999	17.8522	4.99999	4	18.4408	0.0506959	0.0260068	0	7	18.4408	75	8.6479	4.99999	4	18.4408	
29.9999	18.6022	4.99999	4	18.4569	0.0506959	0.0260068	0	7	18.457	75	7.8979	4.99999	4	18.457	
30	19.5022	4.99999	4	18.4794	0.0506959	0.0260068	0	7	18.4795	75	7.1479	4.99999	4	18.4795	
30	20.2522	4.99999	4	18.4922	0.0506959	0.0260068	0	7	18.4923	75	6.2479	4.99999	4	18.4923	
30	21.0022	4.99999	4	18.5046	0.0506959	0.0260068	0	7	18.5046	75	5.4979	4.99999	4	18.5046	
30	21.9021	4.99999	4	18.5255	0.0506959	0.0260068	0	7	18.5256	75	4.7479	4.99999	4	18.5256	
30	22.6521	4.99999	4	18.5416	0.0506959	0.0260068	0	7	18.5416	75	3.84789	4.99999	4	18.5416	
30	23.4021	4.99999	4	18.5541	0.0506959	0.0260068	0	7	18.5541	75	3.09789	4.99999	4	18.5541	
30	24.3021	4.99999	4	18.5672	0.0506959	0.0260068	0	7	18.5672	75	2.34789	4.99999	4	18.5672	
30	25.0521	4.99999	4	18.5919	0.0506959	0.0260068	0	7	18.5919	75	1.44789	4.99999	4	18.5919	
30	25.8021	4.99999	4	18.6239	0.0506959	0.0260068	0	7	18.624	75	0.697894	4.99999	4	18.624	
30	26.7021	4.99999	4	18.6546	0.0506959	0.0260068	0	7	18.6546	75.646	0.373416	5	4	18.6546	
30	27.4521	4.99999	4	18.685	0.0506959	0.0260068	0	7	18.685	76.5333	0.223712	5	4	18.6851	
30	28.2021	4.99999	4	18.7157	0.0506959	0.0260068	0	7	18.7158	77.2793	0.14727	5	4	18.7158	
30	29.1021	4.99999	4	18.7465	0.0506959	0.0260068	0	7	18.7466	78.0275	0.0956043	5	4	18.7466	
30	29.8521	4.99999	4	18.7813	0.0506959	0.0260068	0	7	18.7813	78.8189	0.355944	5	4	18.7814	
30	30.6021	4.99999	4	18.8125	0.0506959	0.0260068	0	7	18.8125	79.2141	0.988917	5	4	18.8126	
30	31.5021	4.99999	4	18.8436	0.0506959	0.0260068	0	7	18.8437	79.4816	1.68755	5	4	18.8437	
30	32.2521	4.99999	4	18.8794	0.0506959	0.0260068	0	7	18.8795	79.6785	2.56576	5	4	18.8795	
30	33.0021	4.99999	4	18.9149	0.0506959	0.0260068	0	7	18.9149	79.7853	3.30811	5	4	18.915	
30	33.9021	4.99999	4	18.9503	0.0506959	0.0260068	0	7	18.9503	79.8553	4.05484	5	4	18.9503	
30	34.6521	4.99999	4	18.9852	0.0506959	0.0260068	0	7	18.9852	79.9076	4.95329	5	4	18.9852	
30	35.4022	4.99999	4	19.0213	0.0506959	0.0260068	0	7	19.0214	80.1444	5.5652	4.92985	6	19.0214	
30	36.3022	4.99999	4	19.0574	0.0506959	0.0260068	0	7	19.0574	80.5116	6.07582	4.8073	6	19.0575	
30	37.0522	4.99999	4	19.0933	0.0506959	0.0260068	0	7	19.0934	80.9385	6.66953	4.64996	6	19.0934	
30	37.8022	4.99999	4	19.1288	0.0506959	0.0260068	0	7	19.1289	81.2802	7.14469	4.50929	6	19.1289	
30	38.5522	4.99999	4	19.1646	0.0506959	0.0260068	0	7	19.1647	81.606	7.59784	4.35904	6	19.1647	
30.0874	39.4241	4.99999	4	19.2007	0.0506959	0.0260068	0	7	19.2007	81.9126	8.02414	4.19844	6	19.2007	
30.7931	39.6563	4.99999	4	19.2355	0.0506959	0.0260068	0	7	19.2355	82.2493	8.49242	3.99129	6	19.2355	
31.5333	39.7763	4.99999	4	19.2676	0.0506959	0.0260068	0	7	19.2676	82.4989	8.83951	3.8065	6	19.2676	
32.4288	39.8656	4.99999	4	19.3004	0.0506959	0.0260068	0	7	19.3004	82.7551	9.19591	3.57095	6	19.3005	
33.1774	39.9117	4.99999	4	19.3312	0.0506959	0.0260068	0	7	19.3312	82.9294	9.43831	3.36463	6	19.3313	
33.9222	39.5353	4.99999	4	19.3618	0.0506959	0.0260068	0	7	19.3619	83.0673	9.62999	3.15114	6	19.3619	
34.2871	38.88	4.99999	4	19.3909	0.0506959	0.0260068	0	7	19.3909	83.1871	9.79663	2.88835	6	19.3909	
34.5145	38.1661	4.99999	4	19.4254	0.0506959	0.0260068	0	7	19.4254	83.2536	9.88919	2.666	6	19.4254	
34.6999	37.2857	4.99999	4	19.4561	0.0506959	0.0260068	0	7	19.4562	83.2957	9.94764	2.44206	6	19.4562	
34.7993	36.5425	4.99999	4	19.4869	0.0506959	0.0260068	0	7	19.487	83.3221	9.98435	2.17242	6	19.487	
34.8645	35.7954	4.99999	4	19.5207	0.0506959	0.0260068	0	7	19.5208	83.3309	9.99655	1.94747	6	19.5208	
34.9076	35.0467	4.99999	4	19.5501	0.0506959	0.0260068	0	7	19.5502	83.3332	9.99981	1.72247	6	19.5502	
34.9425	34.1474	4.99999	4	19.5761	0.0506959	0.0260068	0	7	19.5762	83.1523	9.84793	1.68787	4	19.5762	
34.9612	33.3976	4.99999	4	19.6068	0.0506959	0.0260068	0	7	19.6068	82.6267	9.40642	1.86243	4	19.6068	
34.9735	32.6477	4.99999	4	19.6357	0.0506959	0.0260068	0	7	19.6357	82.2122	9.05828	2.01813	4	19.6357	
34.9835	31.7478	4.99999	4	19.6664	0.0506959	0.0260068	0	7	19.6664	81.8237	8.73195	2.18378	4	19.6664	
34.9889	30.9978	4.99999	4	19.7007	0.0506959	0.0260068	0	7	19.7008	81.3986	8.37479	2.39615	4	19.7008	
34.9924	30.2478	4.99999	4	19.7293	0.0506959	0.0260068	0	7	19.7293	81.0842	8.11072	2.58437	4	19.7293	
34.9953	29.3478	4.99999	4	19.7611	0.0506959	0.0260068	0	7	19.7611	80.8107	7.88103	2.78216	4	19.7611	
34.9968	28.5978	4.99999	4	19.7917	0.0506959	0.0260068	0	7	19.7918	80.5406	7.65412	3.03043	4	19.7918	
34.9978	27.8478	4.99999	4	19.8223	0.0506959	0.0260068	0	7	19.8224	80.3644	7.50613	3.24452	4	19.8224	
34.9986	26.9478	4.99999	4	19.8535	0.0506959	0.0260068	0	7	19.8536	80.2305	7.39361	3.46326	4	19.8536	
34.9991	26.1978	4.99999	4	19.8844	0.0506959	0.0260068	0	7	19.8844	80.1348	7.87826	3.68509	4	19.8844	
34.9994	25.4478	4.99999	4	19.915	0.0506959	0.0260068	0	7	19.9151	80.0882	8.42051	3.83806	4	19.9151	
34.9996	24.5478	4.99999	4	19.9468	0.0506959	0.0260068	0	7	19.9468	80.0587	9.029	3.96795	4	19.9468	
34.9997	23.7978	4.99999	4	19.9811	0.0506959	0.0260068	0	7	19.9811	80.0354	9.79167	4.10954	4	19.9812	
34.9998	23.0478	4.99999	4	20.0114	0.0506959	0.0260068	0	7	20.0114	80.0237	10.4654	4.20739	4	20.0115	
34.9999	22.1478	4.99999	4	20.0476	0.0506959	0.0260068	0	7	20.0477	80.0157	11.1504	4.29788	4	20.0477	
34.9999	21.3978	4.99999	4	20.0711	0.0506959	0.0260068	0	7	20.0711	80.0096	11.9946	4.39058	4	20.0711	
34.9999	20.6478	4.99999	4	20.0999	0.0506959	0.0260068	0	7	20.1	80.0065	12.7122	4.45546	4	20.1	
35	19.8978	4.99999	4	20.13	0.0506959	0.0260068	0	7	20.1301	80.0044	13.4338	4.51619	4	20.1301	
35	18.9978	4.99999	4	20.1608	0.0506959	0.0260068	0	7	20.1609	80.0027	14.3087	4.57891	4	20.1609	
35	18.2478	4.99999	4	20.192	0.0506959	0.0260068	0	7	20.192	80.0019	15.0439	4.62308	4	20.192	
35	17.4979	4.99999	4	20.2211	0.0506959	0.0260068	0	7	20.2212	80.0013	15.7807	4.66465	4	20.2212	
35	16.5979	4.99999	4	20.2544	0.0506959	0.0260068	0	7	20.2545	80.0008	16.6689	4.70775	4	20.2545	
35	15.8479	4.99999	4	20.2847	0.0506959	0.0260068	0	7	20.2848	80.0005	17.4107	4.74064	4	20.2848	
35	15.0979	4.99999	4	20.3149	0.0506959	0.0260068	0	7	20.315	80.0003	18.1546	4.76908	4	20.315	
35	14.1979	4.99999	4	20.3456	0.0506959	0.0260068	0	7	20.3457	80.0002	19.0491	4.79862	4	20.3457	
35	13.4479	4.99999	4	20.3757	0.0506959	0.0260068	0	7	20.3758	80.0001	19.7952	4.82121	4	20.3758	
35	12.6979	4.99999	4	20.406	0.0506959	0.0260068	0	7	20.4061	80.0001	20.5423	4.84076	4	20.4061	
35	11.7979	4.99999	4	20.4415	0.0506959	0.0260068	0	7	20.4415	80.0001	21.2901	4.85775	4	20.4415	
35	11.0479	4.99999	4	20.4777	0.0506959	0.0260068	0	7	20.4778	80	22.1879	4.87665	4	20.4778	
35	10.2979	4.99999	4	20.5037	0.0506959	0.0260068	0	7	20.5038	80	22.9365	4.89012	4	20.5038	
35	9.39787	4.99999	4	20.5421	0.0506959	0.0260068	0	7	20.5421	80	23.6855	4.90183	4	20.5422	
35	8.64787	4.99999	4	20.5764	0.0506959	0.0260068	0	7	20.5764	80	24.5844	4.91486	4	20.5765	
35	7.89787	4.99999	4	20.6106	0.0506959	0.0260068	0	7	20.6107	80.1449	25.2498	4.87583	6	20.6107	
35	6.99787	4.99999	4	20.6466	0.0506959	0.0260068	0	7	20.6466	80.5017	25.7814	4.7587	6	20.6466	
35	6.24787	4.99999	4	20.6811	0.0506959	0.0260068	0	7	20.6812	80.9181	26.4018	4.60823	6	20.6812	
35	5.49787	4.99999	4	20.7161	0.0506959	0.0260068	0	7	20.7161	81.2529	26.9005	4.47355	6	20.7161	
35	4.74787	4.99999	4	20.751	0.0506959	0.0260068	0	7	20.751	81.5738	27.3787	4.32944	6	20.751	
35	3.84787	4.99999	4	20.7859	0.0506959	0.0260068	0	7	20.7859	81.9361	27.9184	4.14281	6	20.7859	
35	3.09787	4.99999	4	20.8208	0.0506959	0.0260068	0	7	20.8208	82.2144	28.333	3.975	6	20.8208	
35	2.34787	4.99999	4	20.8579	0.0506959	0.0260068	0	7	20.8579	82.4666	28.7086	3.79562	6	20.8579	
35	1.44787	4.99999	4	20.8892	0.0506959	0.0260068	0	7	20.8893	82.7284	29.0987	3.56548	6	20.8893	
35	0.697871	4.99999	4	20.9195	0.0506959	0.0260068	0	7	20.9196	82.9085	29.3671	3.36254	6	20.9196	
35.6461	0.373398	4.99999	4	20.9498	0.0506959	0.0260068	0	7	20.9499	83.0522	29.5812	3.15134	6	20.9499	
36.5333	0.223699	4.99999	4	20.9801	0.0506959	0.0260068	0	7	20.9801	83.1782	29.7689	2.89011	6	20.9801	
37.2793	0.147261	4.99999	4	21.01	0.0506959	0.0260068	0	7	21.0101	83.2486	29.8737	2.66836	6	21.0101	
38.0275	0.0955977	4.99999	4	21.045	0.0506959	0.0260068	0	7	21.045	83.2932	29.9402	2.44468	6	21.045	
38.8189	0.355941	4.99999	4	21.0756	0.0506959	0.0260068	0	7	21.0757	83.3213	29.982	2.17512	6	21.0757	
39.2141	0.988917	4.99999	4	21.1069	0.0506959	0.0260068	0	7	21.107	83.3307	29.996	1.95018	6	21.107	
39.4817	1.68756	4.99999	4	21.1429	0.0506959	0.0260068	0	7	21.143	83.3332	29.9998	1.72519	6	21.143	
39.6785	2.56576	4.99999	4	21.1778	0.0506959	0.0260068	0	7	21.1778	83.1522	29.8479	1.69056	6	21.1778	
39.7853	3.30812	4.99999	4	21.2127	0.0506959	0.0260068	0	7	21.2128	82.6265	29.4062	1.86504	4	21.2128	
39.8553	4.05485	4.99999	4	21.2474	0.0506959	0.0260068	0	7	21.2475	82.2119	29.058	2.02068	4	21.2475	
39.9015	4.80342	4.99999	4	21.2826	0.0506959	0.0260068	0	7	21.2827	81.8232	28.7315	2.18628	4	21.2827	
39.9384	5.70266	4.99999	4	21.3202	0.0506959	0.0260068	0	7	21.3202	81.3979	28.3742	2.39861	4	21.3202	
39.9585	6.4524	4.99999	4	21.3547	0.0506959	0.0260068	0	7	21.3548	81.0834	28.1101	2.5868	4	21.3548	
39.9718	7.20228	4.99999	4	21.3877	0.0506959	0.0260068	0	7	21.3877	80.81	27.8804	2.78458	4	21.3877	
39.9824	8.10222	4.99999	4	21.4151	0.0506959	0.0260068	0	7	21.4152	80.5398	27.6534	3.03285	4	21.4152	
39.9881	8.8522	4.99999	4	21.4506	0.0506959	0.0260068	0	7	21.4506	80.3637	27.5055	3.24695	4	21.4506	
39.9919	9.60218	4.99999	4	21.4859	0.0506959	0.0260068	0	7	21.486	80.2299	27.3931	3.4657	4	21.486	
39.995	10.5022	4.99999	4	21.5198	0.0506959	0.0260068	0	7	21.5198	80.1344	27.8784	3.68741	4	21.5199	
39.9966	11.2522	4.99999	4	21.5555	0.0506959	0.0260068	0	7	21.5555	80.0878	28.421	3.84025	4	21.5556	
39.9977	12.0022	4.99999	4	21.5908	0.0506959	0.0260068	0	7	21.5908	80.0584	29.0298	3.97001	4	21.5908	
39.9986	12.9022	4.99999	4	21.6256	0.0506959	0.0260068	0	7	21.6257	80.0352	29.7928	4.11145	4	21.6257	
39.999	13.6522	4.99999	4	21.6486	0.0506959	0.0260068	0	7	21.6486	80.0236	30.4668	4.20919	4	21.6486	
39.9993	14.4022	4.99999	4	21.672	0.0506959	0.0260068	0	7	21.6721	80.016	31.1613	4.29335	4	21.6721	
39.9996	15.3022	4.99999	4	21.6845	0.0506959	0.0260068	0	7	21.6846	80.0098	32.0043	4.38702	4	21.6846	
39.9997	16.0522	4.99999	4	21.6975	0.0506959	0.0260068	0	7	21.6975	80.0067	32.7212	4.45253	4	21.6975	
39.9998	16.8022	4.99999	4	21.7325	0.0506959	0.0260068	0	7	21.7326	80.0045	33.4422	4.51382	4	21.7326	
39.9999	17.7022	4.99999	4	21.7654	0.0506959	0.0260068	0	7	21.7654	80.0028	34.3167	4.57708	4	21.7654	
39.9999	18.4522	4.99999	4	21.7897	0.0506959	0.0260068	0	7	21.7898	80.0019	35.0516	4.62159	4	21.7898	
39.9999	19.2022	4.99999	4	21.8258	0.0506959	0.0260068	0	7	21.8259	80.0013	35.7882	4.66348	4	21.8259	
40	20.1022	4.99999	4	21.8604	0.0506959	0.0260068	0	7	21.8604	80.0008	36.6763	4.70688	4	21.8604	
40	20.8522	4.99999	4	21.8955	0.0506959	0.0260068	0	7	21.8956	80.0005	37.418	4.73999	4	21.8956	
40	21.6022	4.99999	4	21.9309	0.0506959	0.0260068	0	7	21.9309	80.0003	38.1618	4.7686	4	21.9309	
40	22.5022	4.99999	4	21.9597	0.0506959	0.0260068	0	7	21.9597	80.0002	39.0562	4.79831	4	21.9597	
40	23.2521	4.99999	4	21.9963	0.0506959	0.0260068	0	7	21.9963	80.3575	39.5939	4.83252	4	21.9963	
40	24.0021	4.99999	4	22.0349	0.0506959	0.0260068	0	7	22.0349	81.0914	39.7322	4.85165	4	22.0349	
40	24.7521	4.99999	4	22.0717	0.0506959	0.0260068	0	7	22.0718	81.8332	39.8257	4.86907	4	22.0718	
40	25.6521	4.99999	4	22.1088	0.0506959	0.0260068	0	7	22.1088	82.7285	39.8943	4.88682	4	22.1088	
40	26.4021	4.99999	4	22.1464	0.0506959	0.0260068	0	7	22.1464	83.4761	39.9321	4.9005	4	22.1464	
40	27.1521	4.99999	4	22.1815	0.0506959	0.0260068	0	7	22.1816	83.9929	39.4099	4.91181	4	22.1816	
40	28.0521	4.99999	4	22.2107	0.0506959	0.0260068	0	7	22.2107	84.3816	38.6026	4.92349	4	22.2107	
